"status_label","Current_Ratio","Quick_Ratio","Gross_Profit_Margin","Net_Income_Margin","Return_on_Assets","Return_on_Equity","Debt_to_Assets_Ratio","Interest_Coverage_Ratio","Debt_to_EBITDA_Ratio","Debt_Service_Coverage_Ratio","Asset_Turnover_Ratio","Inventory_Turnover_Ratio","Receivables_Turnover_Ratio","Fixed_Asset_Turnover_Ratio","Accounts_Payable_Turnover_Ratio","Operating_Profit_Margin","EBITDA_Margin","EBIT_Margin","Price_to_Book_Ratio","EV_to_EBITDA_Ratio","cycle_type"
1,2.82838283828383,1.18451845184518,19.1671909855288,0.892295372647715,1.0231520954942,1.66613264979173,0.116226142847773,0.485299926640709,2.06058139534884,1.48529992664071,1.14665180035417,3.19085251227391,8.61189103985025,3.00390027662755,-8.14716435994222,4.91906423382715,7.23560029743179,4.91906423382715,2570.7806533846,13.3332325581395,1
1,0.848425348039658,0.606934746529621,41.1899881524564,13.7002930471972,2.87004904259819,9.51093612787277,0.28143251204736,0.195089987458565,5.12583968571114,1.19508998745856,0.209488149830878,12.3247234513274,8.58946029420976,0.222791955709762,3.92397907971895,26.2089599292738,41.1899881524564,26.2089599292738,17643.4576869215,-1.81292449811488,1
1,2.88066244520214,2.83032959896087,62.7762293450129,36.2233724865618,8.49023587877091,9.24624903129089,0.000116656167611582,648.9,0.00154106950223455,649.9,0.23438557196519,62.7875,8.99776085982983,0.295514046183262,3.42925413893156,32.2964363925941,55.4997013736811,32.2964363925941,209.315854440308,9.30473108337186,0
1,1.40597472232861,1.40597472232861,68.7511040452217,37.2019077901431,24.2934594532241,118.248175182482,0.411121236590149,0.655160900221941,1.5263426124197,1.65516090022194,0.653016495558888,566100,5.04540957745475,1.13265079501642,2.16812651043083,41.2471294824236,44.4444444444444,41.2471294824236,433236.418734825,11.2820479657388,1
1,1.41121589085072,0.655986657303371,5.7297866976653,0.972325317572583,3.86946646787521,12.2645467594126,0.103599843939415,0.64142137578093,1.55903753407423,1.64142137578093,3.9796006521103,9.48455046151854,12.4318618585286,18.4271939247889,29.2640541828261,1.66979454069271,1.87882522653744,1.66979454069271,11637.8545804253,5.92033550010485,0
1,7.71053597650514,4.29441997063142,28.5626371274148,5.12254508481832,7.11564549999071,8.14178485615259,0.000185835609819554,609.5,0.00164068908941756,610.5,1.3890840162792,4.01417754148542,6.63365282215123,6.32706957846623,-5.68296206188702,8.15406432279124,8.99555840958955,8.15406432279124,23.969475857237,3.57189499589828,0
1,2.64170424875386,2.44303346783765,60.4275143875034,52.6308577692518,5.39034761497116,7.06351833462062,0.000140337089689434,-569.5,-0.00175592625109745,-568.5,0.102418008055349,4.33372921615202,8.62647754137116,0.148914462944825,1.07926648920438,-78.03507810359,-74.4450534392984,-78.03507810359,283.662860095075,-13.2044776119403,0
1,5.689266487214,3.75790713324361,26.9971836023068,17.2664550643003,14.309531454541,18.3795187411767,0.000123496430953145,135.9,0.00735835172921266,136.9,0.828747499197273,2.92150631258163,11.6748434237996,5.02674157303371,-6.06644368107033,2.02512405561268,4.04875795371571,2.02512405561268,134.232179237822,57.8743929359823,1
1,1.21301897737632,0.865625258970747,5.66111433996805,1.48286888775421,4.38000847922936,8.39874725128274,0.0602171238732008,1.37960088179961,0.72484731866477,2.37960088179961,2.95373954865479,25.3449705094793,15.0357508022261,4.98044675387989,13.4916079631493,2.81255661937895,3.73517307588232,2.81255661937895,31666.792407257,6.48202217016648,1
1,6.54193548387097,5.76344086021505,14.1399416909621,-390.524781341108,-83.018283235203,-112.374161073825,0.120235512860242,-6.88659793814433,-0.145209580838323,-5.88659793814433,0.212581344902386,1.84408602150538,7.88505747126437,3.51794871794872,6.07079646017699,-389.504373177843,-385.276967930029,-389.504373177843,1459.26020302013,-22.1463323353293,1
1,2.27890258215962,0.913292253521127,28.2168635042045,7.39335898621484,11.0601779663998,16.6071082789093,0.137519490720658,1.35558397271952,0.737689453493491,2.35558397271952,1.49596117096733,6.85069258026415,11.94765917603,2.35248243948305,-25.6535987133092,12.4615010854147,14.0249684563601,12.4615010854147,763.526392514303,10.4240236463116,0
1,2.62954821103699,1.98991813220133,73.9199183881663,3.74564311825215,4.17963117553313,8.7181922513752,0.259410336191849,0.562129744752432,1.77894873796513,1.56212974475243,1.11586476436215,6.96200284090909,3.05088702147526,3.26224416218315,12.345717884131,13.0680948737567,16.4328827680014,13.0680948737567,34.9014083596502,3.29705958886287,1
1,1.62455181833703,1.31722724944511,79.0472071181414,22.3492338111715,10.9331076383641,21.1359784958803,0.222440830638092,0.658648377974755,1.51826077986383,1.65864837797475,0.489193845781821,8.99106116077133,4.24998883931502,0.686693530764795,3.98914471495017,29.9493326742462,35.0963914977756,29.9493326742462,91732.1145024719,4.83017309676088,0
1,2.06144867271849,1.76634443016527,24.2826581208299,2.72926949090577,3.67419603530581,5.73356374393222,0.0399237898954322,1.32037946643552,0.757358036398118,2.32037946643552,1.34621958276698,19.4172258887472,5.71373550603422,2.60975737020611,8.13032220609579,3.91574696097249,7.38606503061877,3.91574696097249,1622.40865615181,17.7917538932857,0
1,0.295802665605729,0.295802665605729,64.4891348360103,-37.009043055743,-36.0457473379782,-151.743220807969,0.398317339292757,-0.568481848184819,-1.75907111756168,0.431518151815181,0.97397134218483,1481.8,12.3792815371763,1.0786925820776,2.9418304546357,-23.2487515184235,0.499392630584424,-23.2487515184235,34.6952089900387,-1.02197387518142,1
